authors,title,views,citations
" Arpita   Ghosh ,  Fred A.   Wright  &  Fei   Zou ",In Praise of Simplicity not Mathematistry! Ten Simple Powerful Ideas for the Statistical Scientist,11632,7
" Arpita   Ghosh ,  Fred A.   Wright  &  Fei   Zou ",Partially Ordered Mixed Hidden Markov Model for the Disablement Process of Older Adults,606,13
" Arpita   Ghosh ,  Fred A.   Wright  &  Fei   Zou ",A Generalized Fellegi–Sunter Framework for Multiple Record Linkage With Application to Homicide Record Systems,592,18
" Arpita   Ghosh ,  Fred A.   Wright  &  Fei   Zou ",Tracking Multiple Targets Using Binary Decisions From Wireless Sensor Networks,400,0
" Arpita   Ghosh ,  Fred A.   Wright  &  Fei   Zou ",Spline-Based Emulators for Radiative Shock Experiments With Measurement Error,755,7
" Arpita   Ghosh ,  Fred A.   Wright  &  Fei   Zou ",A Bayesian Reliability Analysis of Neutron-Induced Errors in High Performance Computing Hardware,277,3
" Arpita   Ghosh ,  Fred A.   Wright  &  Fei   Zou ",Treatment Evaluation With Selective Participation and Ineligibles,539,1
" Arpita   Ghosh ,  Fred A.   Wright  &  Fei   Zou ",Straight to the Source: Detecting Aggregate Objects in Astronomical Images With Proper Error Control,226,3
" Arpita   Ghosh ,  Fred A.   Wright  &  Fei   Zou ",Mediation and Spillover Effects in Group-Randomized Trials: A Case Study of the 4Rs Educational Intervention,604,11
" Arpita   Ghosh ,  Fred A.   Wright  &  Fei   Zou ",A Hierarchical Bayesian Approach for Aerosol Retrieval Using MISR Data,425,2
" Arpita   Ghosh ,  Fred A.   Wright  &  Fei   Zou ",Bayesian Hierarchical Poisson Regression Models: An Application to a Driving Study With Kinematic Events,656,11
" Arpita   Ghosh ,  Fred A.   Wright  &  Fei   Zou ",Partially Identified Treatment Effects Under Imperfect Compliance: The Case of Domestic Violence,570,6
" Arpita   Ghosh ,  Fred A.   Wright  &  Fei   Zou ",A Study of Mexican Free-Tailed Bat Chirp Syllables: Bayesian Functional Mixed Models for Nonstationary Acoustic Time Series,237,7
" Arpita   Ghosh ,  Fred A.   Wright  &  Fei   Zou ",Effectively Selecting a Target Population for a Future Comparative Study,958,37
" Arpita   Ghosh ,  Fred A.   Wright  &  Fei   Zou ",Tensor Regression with Applications in Neuroimaging Data Analysis,1863,43
" Arpita   Ghosh ,  Fred A.   Wright  &  Fei   Zou ",Auxiliary Marker-Assisted Classification in the Absence of Class Identifiers,358,3
" Arpita   Ghosh ,  Fred A.   Wright  &  Fei   Zou ",Unified Analysis of Secondary Traits in Case–Control Association Studies,348,4
" Arpita   Ghosh ,  Fred A.   Wright  &  Fei   Zou ",Clustering High-Dimensional Time Series Based on Parallelism,798,1
" Arpita   Ghosh ,  Fred A.   Wright  &  Fei   Zou ",Bayesian Subset Modeling for High-Dimensional Generalized Linear Models,1342,8
" Arpita   Ghosh ,  Fred A.   Wright  &  Fei   Zou ",Empirical Bayes Confidence Intervals for Selected Parameters in High-Dimensional Data,1057,3
" Arpita   Ghosh ,  Fred A.   Wright  &  Fei   Zou ",Oracally Efficient Two-Step Estimation of Generalized Additive Model,608,7
" Arpita   Ghosh ,  Fred A.   Wright  &  Fei   Zou ",Robust Variable Selection With Exponential Squared Loss,1349,29
" Arpita   Ghosh ,  Fred A.   Wright  &  Fei   Zou ",Efficient Robust Regression via Two-Stage Generalized Empirical Likelihood,1047,6
" Arpita   Ghosh ,  Fred A.   Wright  &  Fei   Zou ",Bayesian Gaussian Copula Factor Models for Mixed Data,1157,24
" Arpita   Ghosh ,  Fred A.   Wright  &  Fei   Zou ",Nonparametric Identification of Copula Structures,687,6
" Arpita   Ghosh ,  Fred A.   Wright  &  Fei   Zou ",Copula-Based Regression Estimation and Inference,1250,17
" Arpita   Ghosh ,  Fred A.   Wright  &  Fei   Zou ",Simulated Method of Moments Estimation for Copula-Based Multivariate Models,751,11
" Arpita   Ghosh ,  Fred A.   Wright  &  Fei   Zou ",Linear Transformation Model With Parametric Covariate Transformations,574,0
" Arpita   Ghosh ,  Fred A.   Wright  &  Fei   Zou ",Simultaneous Grouping Pursuit and Feature Selection Over an Undirected Graph,711,10
" Arpita   Ghosh ,  Fred A.   Wright  &  Fei   Zou ",Heteroscedasticity and Autocorrelation Robust Structural Change Detection,753,10
" Arpita   Ghosh ,  Fred A.   Wright  &  Fei   Zou ",The Poisson Compound Decision Problem Revisited,900,5
" Avishek   Chakraborty ,  Bani K.   Mallick ,  Ryan G.   Mcclarren ,  Carolyn C.   Kuranz ,  Derek   Bingham ,  Michael J.   Grosskopf ,  Erica M.   Rutter ,  Hayes F.   Stripling  &  R.   Paul   Drake ",In Praise of Simplicity not Mathematistry! Ten Simple Powerful Ideas for the Statistical Scientist,11632,7
" Avishek   Chakraborty ,  Bani K.   Mallick ,  Ryan G.   Mcclarren ,  Carolyn C.   Kuranz ,  Derek   Bingham ,  Michael J.   Grosskopf ,  Erica M.   Rutter ,  Hayes F.   Stripling  &  R.   Paul   Drake ",Partially Ordered Mixed Hidden Markov Model for the Disablement Process of Older Adults,606,13
" Avishek   Chakraborty ,  Bani K.   Mallick ,  Ryan G.   Mcclarren ,  Carolyn C.   Kuranz ,  Derek   Bingham ,  Michael J.   Grosskopf ,  Erica M.   Rutter ,  Hayes F.   Stripling  &  R.   Paul   Drake ",A Generalized Fellegi–Sunter Framework for Multiple Record Linkage With Application to Homicide Record Systems,592,18
" Avishek   Chakraborty ,  Bani K.   Mallick ,  Ryan G.   Mcclarren ,  Carolyn C.   Kuranz ,  Derek   Bingham ,  Michael J.   Grosskopf ,  Erica M.   Rutter ,  Hayes F.   Stripling  &  R.   Paul   Drake ",Tracking Multiple Targets Using Binary Decisions From Wireless Sensor Networks,400,0
" Avishek   Chakraborty ,  Bani K.   Mallick ,  Ryan G.   Mcclarren ,  Carolyn C.   Kuranz ,  Derek   Bingham ,  Michael J.   Grosskopf ,  Erica M.   Rutter ,  Hayes F.   Stripling  &  R.   Paul   Drake ",Spline-Based Emulators for Radiative Shock Experiments With Measurement Error,755,7
" Avishek   Chakraborty ,  Bani K.   Mallick ,  Ryan G.   Mcclarren ,  Carolyn C.   Kuranz ,  Derek   Bingham ,  Michael J.   Grosskopf ,  Erica M.   Rutter ,  Hayes F.   Stripling  &  R.   Paul   Drake ",A Bayesian Reliability Analysis of Neutron-Induced Errors in High Performance Computing Hardware,277,3
" Avishek   Chakraborty ,  Bani K.   Mallick ,  Ryan G.   Mcclarren ,  Carolyn C.   Kuranz ,  Derek   Bingham ,  Michael J.   Grosskopf ,  Erica M.   Rutter ,  Hayes F.   Stripling  &  R.   Paul   Drake ",Treatment Evaluation With Selective Participation and Ineligibles,539,1
" Avishek   Chakraborty ,  Bani K.   Mallick ,  Ryan G.   Mcclarren ,  Carolyn C.   Kuranz ,  Derek   Bingham ,  Michael J.   Grosskopf ,  Erica M.   Rutter ,  Hayes F.   Stripling  &  R.   Paul   Drake ",Straight to the Source: Detecting Aggregate Objects in Astronomical Images With Proper Error Control,226,3
" Avishek   Chakraborty ,  Bani K.   Mallick ,  Ryan G.   Mcclarren ,  Carolyn C.   Kuranz ,  Derek   Bingham ,  Michael J.   Grosskopf ,  Erica M.   Rutter ,  Hayes F.   Stripling  &  R.   Paul   Drake ",Mediation and Spillover Effects in Group-Randomized Trials: A Case Study of the 4Rs Educational Intervention,604,11
" Avishek   Chakraborty ,  Bani K.   Mallick ,  Ryan G.   Mcclarren ,  Carolyn C.   Kuranz ,  Derek   Bingham ,  Michael J.   Grosskopf ,  Erica M.   Rutter ,  Hayes F.   Stripling  &  R.   Paul   Drake ",A Hierarchical Bayesian Approach for Aerosol Retrieval Using MISR Data,425,2
" Avishek   Chakraborty ,  Bani K.   Mallick ,  Ryan G.   Mcclarren ,  Carolyn C.   Kuranz ,  Derek   Bingham ,  Michael J.   Grosskopf ,  Erica M.   Rutter ,  Hayes F.   Stripling  &  R.   Paul   Drake ",Bayesian Hierarchical Poisson Regression Models: An Application to a Driving Study With Kinematic Events,656,11
" Avishek   Chakraborty ,  Bani K.   Mallick ,  Ryan G.   Mcclarren ,  Carolyn C.   Kuranz ,  Derek   Bingham ,  Michael J.   Grosskopf ,  Erica M.   Rutter ,  Hayes F.   Stripling  &  R.   Paul   Drake ",Partially Identified Treatment Effects Under Imperfect Compliance: The Case of Domestic Violence,570,6
" Avishek   Chakraborty ,  Bani K.   Mallick ,  Ryan G.   Mcclarren ,  Carolyn C.   Kuranz ,  Derek   Bingham ,  Michael J.   Grosskopf ,  Erica M.   Rutter ,  Hayes F.   Stripling  &  R.   Paul   Drake ",A Study of Mexican Free-Tailed Bat Chirp Syllables: Bayesian Functional Mixed Models for Nonstationary Acoustic Time Series,237,7
" Avishek   Chakraborty ,  Bani K.   Mallick ,  Ryan G.   Mcclarren ,  Carolyn C.   Kuranz ,  Derek   Bingham ,  Michael J.   Grosskopf ,  Erica M.   Rutter ,  Hayes F.   Stripling  &  R.   Paul   Drake ",Effectively Selecting a Target Population for a Future Comparative Study,958,37
" Avishek   Chakraborty ,  Bani K.   Mallick ,  Ryan G.   Mcclarren ,  Carolyn C.   Kuranz ,  Derek   Bingham ,  Michael J.   Grosskopf ,  Erica M.   Rutter ,  Hayes F.   Stripling  &  R.   Paul   Drake ",Tensor Regression with Applications in Neuroimaging Data Analysis,1863,43
" Avishek   Chakraborty ,  Bani K.   Mallick ,  Ryan G.   Mcclarren ,  Carolyn C.   Kuranz ,  Derek   Bingham ,  Michael J.   Grosskopf ,  Erica M.   Rutter ,  Hayes F.   Stripling  &  R.   Paul   Drake ",Auxiliary Marker-Assisted Classification in the Absence of Class Identifiers,358,3
" Avishek   Chakraborty ,  Bani K.   Mallick ,  Ryan G.   Mcclarren ,  Carolyn C.   Kuranz ,  Derek   Bingham ,  Michael J.   Grosskopf ,  Erica M.   Rutter ,  Hayes F.   Stripling  &  R.   Paul   Drake ",Unified Analysis of Secondary Traits in Case–Control Association Studies,348,4
" Avishek   Chakraborty ,  Bani K.   Mallick ,  Ryan G.   Mcclarren ,  Carolyn C.   Kuranz ,  Derek   Bingham ,  Michael J.   Grosskopf ,  Erica M.   Rutter ,  Hayes F.   Stripling  &  R.   Paul   Drake ",Clustering High-Dimensional Time Series Based on Parallelism,798,1
" Avishek   Chakraborty ,  Bani K.   Mallick ,  Ryan G.   Mcclarren ,  Carolyn C.   Kuranz ,  Derek   Bingham ,  Michael J.   Grosskopf ,  Erica M.   Rutter ,  Hayes F.   Stripling  &  R.   Paul   Drake ",Bayesian Subset Modeling for High-Dimensional Generalized Linear Models,1342,8
" Avishek   Chakraborty ,  Bani K.   Mallick ,  Ryan G.   Mcclarren ,  Carolyn C.   Kuranz ,  Derek   Bingham ,  Michael J.   Grosskopf ,  Erica M.   Rutter ,  Hayes F.   Stripling  &  R.   Paul   Drake ",Empirical Bayes Confidence Intervals for Selected Parameters in High-Dimensional Data,1057,3
" Avishek   Chakraborty ,  Bani K.   Mallick ,  Ryan G.   Mcclarren ,  Carolyn C.   Kuranz ,  Derek   Bingham ,  Michael J.   Grosskopf ,  Erica M.   Rutter ,  Hayes F.   Stripling  &  R.   Paul   Drake ",Oracally Efficient Two-Step Estimation of Generalized Additive Model,608,7
" Avishek   Chakraborty ,  Bani K.   Mallick ,  Ryan G.   Mcclarren ,  Carolyn C.   Kuranz ,  Derek   Bingham ,  Michael J.   Grosskopf ,  Erica M.   Rutter ,  Hayes F.   Stripling  &  R.   Paul   Drake ",Robust Variable Selection With Exponential Squared Loss,1349,29
" Avishek   Chakraborty ,  Bani K.   Mallick ,  Ryan G.   Mcclarren ,  Carolyn C.   Kuranz ,  Derek   Bingham ,  Michael J.   Grosskopf ,  Erica M.   Rutter ,  Hayes F.   Stripling  &  R.   Paul   Drake ",Efficient Robust Regression via Two-Stage Generalized Empirical Likelihood,1047,6
" Avishek   Chakraborty ,  Bani K.   Mallick ,  Ryan G.   Mcclarren ,  Carolyn C.   Kuranz ,  Derek   Bingham ,  Michael J.   Grosskopf ,  Erica M.   Rutter ,  Hayes F.   Stripling  &  R.   Paul   Drake ",Bayesian Gaussian Copula Factor Models for Mixed Data,1157,24
" Avishek   Chakraborty ,  Bani K.   Mallick ,  Ryan G.   Mcclarren ,  Carolyn C.   Kuranz ,  Derek   Bingham ,  Michael J.   Grosskopf ,  Erica M.   Rutter ,  Hayes F.   Stripling  &  R.   Paul   Drake ",Nonparametric Identification of Copula Structures,687,6
" Avishek   Chakraborty ,  Bani K.   Mallick ,  Ryan G.   Mcclarren ,  Carolyn C.   Kuranz ,  Derek   Bingham ,  Michael J.   Grosskopf ,  Erica M.   Rutter ,  Hayes F.   Stripling  &  R.   Paul   Drake ",Copula-Based Regression Estimation and Inference,1250,17
" Avishek   Chakraborty ,  Bani K.   Mallick ,  Ryan G.   Mcclarren ,  Carolyn C.   Kuranz ,  Derek   Bingham ,  Michael J.   Grosskopf ,  Erica M.   Rutter ,  Hayes F.   Stripling  &  R.   Paul   Drake ",Simulated Method of Moments Estimation for Copula-Based Multivariate Models,751,11
" Avishek   Chakraborty ,  Bani K.   Mallick ,  Ryan G.   Mcclarren ,  Carolyn C.   Kuranz ,  Derek   Bingham ,  Michael J.   Grosskopf ,  Erica M.   Rutter ,  Hayes F.   Stripling  &  R.   Paul   Drake ",Linear Transformation Model With Parametric Covariate Transformations,574,0
" Avishek   Chakraborty ,  Bani K.   Mallick ,  Ryan G.   Mcclarren ,  Carolyn C.   Kuranz ,  Derek   Bingham ,  Michael J.   Grosskopf ,  Erica M.   Rutter ,  Hayes F.   Stripling  &  R.   Paul   Drake ",Simultaneous Grouping Pursuit and Feature Selection Over an Undirected Graph,711,10
" Avishek   Chakraborty ,  Bani K.   Mallick ,  Ryan G.   Mcclarren ,  Carolyn C.   Kuranz ,  Derek   Bingham ,  Michael J.   Grosskopf ,  Erica M.   Rutter ,  Hayes F.   Stripling  &  R.   Paul   Drake ",Heteroscedasticity and Autocorrelation Robust Structural Change Detection,753,10
" Avishek   Chakraborty ,  Bani K.   Mallick ,  Ryan G.   Mcclarren ,  Carolyn C.   Kuranz ,  Derek   Bingham ,  Michael J.   Grosskopf ,  Erica M.   Rutter ,  Hayes F.   Stripling  &  R.   Paul   Drake ",The Poisson Compound Decision Problem Revisited,900,5
 Bo   Li  &  Marc G.   Genton ,In Praise of Simplicity not Mathematistry! Ten Simple Powerful Ideas for the Statistical Scientist,11632,7
 Bo   Li  &  Marc G.   Genton ,Partially Ordered Mixed Hidden Markov Model for the Disablement Process of Older Adults,606,13
 Bo   Li  &  Marc G.   Genton ,A Generalized Fellegi–Sunter Framework for Multiple Record Linkage With Application to Homicide Record Systems,592,18
 Bo   Li  &  Marc G.   Genton ,Tracking Multiple Targets Using Binary Decisions From Wireless Sensor Networks,400,0
 Bo   Li  &  Marc G.   Genton ,Spline-Based Emulators for Radiative Shock Experiments With Measurement Error,755,7
 Bo   Li  &  Marc G.   Genton ,A Bayesian Reliability Analysis of Neutron-Induced Errors in High Performance Computing Hardware,277,3
 Bo   Li  &  Marc G.   Genton ,Treatment Evaluation With Selective Participation and Ineligibles,539,1
 Bo   Li  &  Marc G.   Genton ,Straight to the Source: Detecting Aggregate Objects in Astronomical Images With Proper Error Control,226,3
 Bo   Li  &  Marc G.   Genton ,Mediation and Spillover Effects in Group-Randomized Trials: A Case Study of the 4Rs Educational Intervention,604,11
 Bo   Li  &  Marc G.   Genton ,A Hierarchical Bayesian Approach for Aerosol Retrieval Using MISR Data,425,2
 Bo   Li  &  Marc G.   Genton ,Bayesian Hierarchical Poisson Regression Models: An Application to a Driving Study With Kinematic Events,656,11
 Bo   Li  &  Marc G.   Genton ,Partially Identified Treatment Effects Under Imperfect Compliance: The Case of Domestic Violence,570,6
 Bo   Li  &  Marc G.   Genton ,A Study of Mexican Free-Tailed Bat Chirp Syllables: Bayesian Functional Mixed Models for Nonstationary Acoustic Time Series,237,7
 Bo   Li  &  Marc G.   Genton ,Effectively Selecting a Target Population for a Future Comparative Study,958,37
 Bo   Li  &  Marc G.   Genton ,Tensor Regression with Applications in Neuroimaging Data Analysis,1863,43
 Bo   Li  &  Marc G.   Genton ,Auxiliary Marker-Assisted Classification in the Absence of Class Identifiers,358,3
 Bo   Li  &  Marc G.   Genton ,Unified Analysis of Secondary Traits in Case–Control Association Studies,348,4
 Bo   Li  &  Marc G.   Genton ,Clustering High-Dimensional Time Series Based on Parallelism,798,1
 Bo   Li  &  Marc G.   Genton ,Bayesian Subset Modeling for High-Dimensional Generalized Linear Models,1342,8
 Bo   Li  &  Marc G.   Genton ,Empirical Bayes Confidence Intervals for Selected Parameters in High-Dimensional Data,1057,3
 Bo   Li  &  Marc G.   Genton ,Oracally Efficient Two-Step Estimation of Generalized Additive Model,608,7
 Bo   Li  &  Marc G.   Genton ,Robust Variable Selection With Exponential Squared Loss,1349,29
 Bo   Li  &  Marc G.   Genton ,Efficient Robust Regression via Two-Stage Generalized Empirical Likelihood,1047,6
 Bo   Li  &  Marc G.   Genton ,Bayesian Gaussian Copula Factor Models for Mixed Data,1157,24
 Bo   Li  &  Marc G.   Genton ,Nonparametric Identification of Copula Structures,687,6
 Bo   Li  &  Marc G.   Genton ,Copula-Based Regression Estimation and Inference,1250,17
 Bo   Li  &  Marc G.   Genton ,Simulated Method of Moments Estimation for Copula-Based Multivariate Models,751,11
 Bo   Li  &  Marc G.   Genton ,Linear Transformation Model With Parametric Covariate Transformations,574,0
 Bo   Li  &  Marc G.   Genton ,Simultaneous Grouping Pursuit and Feature Selection Over an Undirected Graph,711,10
 Bo   Li  &  Marc G.   Genton ,Heteroscedasticity and Autocorrelation Robust Structural Change Detection,753,10
 Bo   Li  &  Marc G.   Genton ,The Poisson Compound Decision Problem Revisited,900,5
 Chunpeng   Fan  &  Jason P.   Fine ,In Praise of Simplicity not Mathematistry! Ten Simple Powerful Ideas for the Statistical Scientist,11632,7
 Chunpeng   Fan  &  Jason P.   Fine ,Partially Ordered Mixed Hidden Markov Model for the Disablement Process of Older Adults,606,13
 Chunpeng   Fan  &  Jason P.   Fine ,A Generalized Fellegi–Sunter Framework for Multiple Record Linkage With Application to Homicide Record Systems,592,18
 Chunpeng   Fan  &  Jason P.   Fine ,Tracking Multiple Targets Using Binary Decisions From Wireless Sensor Networks,400,0
 Chunpeng   Fan  &  Jason P.   Fine ,Spline-Based Emulators for Radiative Shock Experiments With Measurement Error,755,7
 Chunpeng   Fan  &  Jason P.   Fine ,A Bayesian Reliability Analysis of Neutron-Induced Errors in High Performance Computing Hardware,277,3
 Chunpeng   Fan  &  Jason P.   Fine ,Treatment Evaluation With Selective Participation and Ineligibles,539,1
 Chunpeng   Fan  &  Jason P.   Fine ,Straight to the Source: Detecting Aggregate Objects in Astronomical Images With Proper Error Control,226,3
 Chunpeng   Fan  &  Jason P.   Fine ,Mediation and Spillover Effects in Group-Randomized Trials: A Case Study of the 4Rs Educational Intervention,604,11
 Chunpeng   Fan  &  Jason P.   Fine ,A Hierarchical Bayesian Approach for Aerosol Retrieval Using MISR Data,425,2
 Chunpeng   Fan  &  Jason P.   Fine ,Bayesian Hierarchical Poisson Regression Models: An Application to a Driving Study With Kinematic Events,656,11
 Chunpeng   Fan  &  Jason P.   Fine ,Partially Identified Treatment Effects Under Imperfect Compliance: The Case of Domestic Violence,570,6
 Chunpeng   Fan  &  Jason P.   Fine ,A Study of Mexican Free-Tailed Bat Chirp Syllables: Bayesian Functional Mixed Models for Nonstationary Acoustic Time Series,237,7
 Chunpeng   Fan  &  Jason P.   Fine ,Effectively Selecting a Target Population for a Future Comparative Study,958,37
 Chunpeng   Fan  &  Jason P.   Fine ,Tensor Regression with Applications in Neuroimaging Data Analysis,1863,43
 Chunpeng   Fan  &  Jason P.   Fine ,Auxiliary Marker-Assisted Classification in the Absence of Class Identifiers,358,3
 Chunpeng   Fan  &  Jason P.   Fine ,Unified Analysis of Secondary Traits in Case–Control Association Studies,348,4
 Chunpeng   Fan  &  Jason P.   Fine ,Clustering High-Dimensional Time Series Based on Parallelism,798,1
 Chunpeng   Fan  &  Jason P.   Fine ,Bayesian Subset Modeling for High-Dimensional Generalized Linear Models,1342,8
 Chunpeng   Fan  &  Jason P.   Fine ,Empirical Bayes Confidence Intervals for Selected Parameters in High-Dimensional Data,1057,3
 Chunpeng   Fan  &  Jason P.   Fine ,Oracally Efficient Two-Step Estimation of Generalized Additive Model,608,7
 Chunpeng   Fan  &  Jason P.   Fine ,Robust Variable Selection With Exponential Squared Loss,1349,29
 Chunpeng   Fan  &  Jason P.   Fine ,Efficient Robust Regression via Two-Stage Generalized Empirical Likelihood,1047,6
 Chunpeng   Fan  &  Jason P.   Fine ,Bayesian Gaussian Copula Factor Models for Mixed Data,1157,24
 Chunpeng   Fan  &  Jason P.   Fine ,Nonparametric Identification of Copula Structures,687,6
 Chunpeng   Fan  &  Jason P.   Fine ,Copula-Based Regression Estimation and Inference,1250,17
 Chunpeng   Fan  &  Jason P.   Fine ,Simulated Method of Moments Estimation for Copula-Based Multivariate Models,751,11
 Chunpeng   Fan  &  Jason P.   Fine ,Linear Transformation Model With Parametric Covariate Transformations,574,0
 Chunpeng   Fan  &  Jason P.   Fine ,Simultaneous Grouping Pursuit and Feature Selection Over an Undirected Graph,711,10
 Chunpeng   Fan  &  Jason P.   Fine ,Heteroscedasticity and Autocorrelation Robust Structural Change Detection,753,10
 Chunpeng   Fan  &  Jason P.   Fine ,The Poisson Compound Decision Problem Revisited,900,5
" Curtis B.   Storlie ,  Sarah E.   Michalak ,  Heather M.   Quinn ,  Andrew J.   Dubois ,  Steven A.   Wender  &  David H.   Dubois ",In Praise of Simplicity not Mathematistry! Ten Simple Powerful Ideas for the Statistical Scientist,11632,7
" Curtis B.   Storlie ,  Sarah E.   Michalak ,  Heather M.   Quinn ,  Andrew J.   Dubois ,  Steven A.   Wender  &  David H.   Dubois ",Partially Ordered Mixed Hidden Markov Model for the Disablement Process of Older Adults,606,13
" Curtis B.   Storlie ,  Sarah E.   Michalak ,  Heather M.   Quinn ,  Andrew J.   Dubois ,  Steven A.   Wender  &  David H.   Dubois ",A Generalized Fellegi–Sunter Framework for Multiple Record Linkage With Application to Homicide Record Systems,592,18
" Curtis B.   Storlie ,  Sarah E.   Michalak ,  Heather M.   Quinn ,  Andrew J.   Dubois ,  Steven A.   Wender  &  David H.   Dubois ",Tracking Multiple Targets Using Binary Decisions From Wireless Sensor Networks,400,0
" Curtis B.   Storlie ,  Sarah E.   Michalak ,  Heather M.   Quinn ,  Andrew J.   Dubois ,  Steven A.   Wender  &  David H.   Dubois ",Spline-Based Emulators for Radiative Shock Experiments With Measurement Error,755,7
" Curtis B.   Storlie ,  Sarah E.   Michalak ,  Heather M.   Quinn ,  Andrew J.   Dubois ,  Steven A.   Wender  &  David H.   Dubois ",A Bayesian Reliability Analysis of Neutron-Induced Errors in High Performance Computing Hardware,277,3
" Curtis B.   Storlie ,  Sarah E.   Michalak ,  Heather M.   Quinn ,  Andrew J.   Dubois ,  Steven A.   Wender  &  David H.   Dubois ",Treatment Evaluation With Selective Participation and Ineligibles,539,1
" Curtis B.   Storlie ,  Sarah E.   Michalak ,  Heather M.   Quinn ,  Andrew J.   Dubois ,  Steven A.   Wender  &  David H.   Dubois ",Straight to the Source: Detecting Aggregate Objects in Astronomical Images With Proper Error Control,226,3
" Curtis B.   Storlie ,  Sarah E.   Michalak ,  Heather M.   Quinn ,  Andrew J.   Dubois ,  Steven A.   Wender  &  David H.   Dubois ",Mediation and Spillover Effects in Group-Randomized Trials: A Case Study of the 4Rs Educational Intervention,604,11
" Curtis B.   Storlie ,  Sarah E.   Michalak ,  Heather M.   Quinn ,  Andrew J.   Dubois ,  Steven A.   Wender  &  David H.   Dubois ",A Hierarchical Bayesian Approach for Aerosol Retrieval Using MISR Data,425,2
" Curtis B.   Storlie ,  Sarah E.   Michalak ,  Heather M.   Quinn ,  Andrew J.   Dubois ,  Steven A.   Wender  &  David H.   Dubois ",Bayesian Hierarchical Poisson Regression Models: An Application to a Driving Study With Kinematic Events,656,11
" Curtis B.   Storlie ,  Sarah E.   Michalak ,  Heather M.   Quinn ,  Andrew J.   Dubois ,  Steven A.   Wender  &  David H.   Dubois ",Partially Identified Treatment Effects Under Imperfect Compliance: The Case of Domestic Violence,570,6
" Curtis B.   Storlie ,  Sarah E.   Michalak ,  Heather M.   Quinn ,  Andrew J.   Dubois ,  Steven A.   Wender  &  David H.   Dubois ",A Study of Mexican Free-Tailed Bat Chirp Syllables: Bayesian Functional Mixed Models for Nonstationary Acoustic Time Series,237,7
" Curtis B.   Storlie ,  Sarah E.   Michalak ,  Heather M.   Quinn ,  Andrew J.   Dubois ,  Steven A.   Wender  &  David H.   Dubois ",Effectively Selecting a Target Population for a Future Comparative Study,958,37
" Curtis B.   Storlie ,  Sarah E.   Michalak ,  Heather M.   Quinn ,  Andrew J.   Dubois ,  Steven A.   Wender  &  David H.   Dubois ",Tensor Regression with Applications in Neuroimaging Data Analysis,1863,43
" Curtis B.   Storlie ,  Sarah E.   Michalak ,  Heather M.   Quinn ,  Andrew J.   Dubois ,  Steven A.   Wender  &  David H.   Dubois ",Auxiliary Marker-Assisted Classification in the Absence of Class Identifiers,358,3
" Curtis B.   Storlie ,  Sarah E.   Michalak ,  Heather M.   Quinn ,  Andrew J.   Dubois ,  Steven A.   Wender  &  David H.   Dubois ",Unified Analysis of Secondary Traits in Case–Control Association Studies,348,4
" Curtis B.   Storlie ,  Sarah E.   Michalak ,  Heather M.   Quinn ,  Andrew J.   Dubois ,  Steven A.   Wender  &  David H.   Dubois ",Clustering High-Dimensional Time Series Based on Parallelism,798,1
" Curtis B.   Storlie ,  Sarah E.   Michalak ,  Heather M.   Quinn ,  Andrew J.   Dubois ,  Steven A.   Wender  &  David H.   Dubois ",Bayesian Subset Modeling for High-Dimensional Generalized Linear Models,1342,8
" Curtis B.   Storlie ,  Sarah E.   Michalak ,  Heather M.   Quinn ,  Andrew J.   Dubois ,  Steven A.   Wender  &  David H.   Dubois ",Empirical Bayes Confidence Intervals for Selected Parameters in High-Dimensional Data,1057,3
" Curtis B.   Storlie ,  Sarah E.   Michalak ,  Heather M.   Quinn ,  Andrew J.   Dubois ,  Steven A.   Wender  &  David H.   Dubois ",Oracally Efficient Two-Step Estimation of Generalized Additive Model,608,7
" Curtis B.   Storlie ,  Sarah E.   Michalak ,  Heather M.   Quinn ,  Andrew J.   Dubois ,  Steven A.   Wender  &  David H.   Dubois ",Robust Variable Selection With Exponential Squared Loss,1349,29
" Curtis B.   Storlie ,  Sarah E.   Michalak ,  Heather M.   Quinn ,  Andrew J.   Dubois ,  Steven A.   Wender  &  David H.   Dubois ",Efficient Robust Regression via Two-Stage Generalized Empirical Likelihood,1047,6
" Curtis B.   Storlie ,  Sarah E.   Michalak ,  Heather M.   Quinn ,  Andrew J.   Dubois ,  Steven A.   Wender  &  David H.   Dubois ",Bayesian Gaussian Copula Factor Models for Mixed Data,1157,24
" Curtis B.   Storlie ,  Sarah E.   Michalak ,  Heather M.   Quinn ,  Andrew J.   Dubois ,  Steven A.   Wender  &  David H.   Dubois ",Nonparametric Identification of Copula Structures,687,6
" Curtis B.   Storlie ,  Sarah E.   Michalak ,  Heather M.   Quinn ,  Andrew J.   Dubois ,  Steven A.   Wender  &  David H.   Dubois ",Copula-Based Regression Estimation and Inference,1250,17
" Curtis B.   Storlie ,  Sarah E.   Michalak ,  Heather M.   Quinn ,  Andrew J.   Dubois ,  Steven A.   Wender  &  David H.   Dubois ",Simulated Method of Moments Estimation for Copula-Based Multivariate Models,751,11
" Curtis B.   Storlie ,  Sarah E.   Michalak ,  Heather M.   Quinn ,  Andrew J.   Dubois ,  Steven A.   Wender  &  David H.   Dubois ",Linear Transformation Model With Parametric Covariate Transformations,574,0
